dod_final.panel,dod_final.unit_num,dod_final.stub_label,dod_final.year,dod_final.age,dod_final.estimate,dod_final.gender,dod_final.cause_of_death,dod_final.age_code
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2017,All ages,2.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Black,2018,All ages,2.4,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,1999,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2000,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2001,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2002,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2003,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2004,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2005,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2006,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2007,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2008,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2009,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2010,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2011,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2012,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2013,All ages,1.6,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2014,All ages,1.9,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2015,All ages,2.5,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2016,All ages,3.3,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2017,All ages,3.6,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: American Indian or Alaska Native,2018,All ages,2.6,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,1999,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2000,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2003,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2004,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages,,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2017,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,1,Female: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages,0.2,Female,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2006,All ages,0.7,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2007,All ages,0.8,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2008,All ages,1.0,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2009,All ages,1.1,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2010,All ages,1.0,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2011,All ages,1.4,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2012,All ages,1.9,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2013,All ages,2.6,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2014,All ages,3.3,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2015,All ages,4.0,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2016,All ages,4.8,All,Heroin,0
Drug overdose deaths involving heroin,2,All persons,2017,All ages,4.8,All,Heroin,0
Drug overdose deaths involving heroin,2,Under 15 years,1999,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2000,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2001,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2002,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2003,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2004,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2005,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2006,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2007,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2008,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2009,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2010,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2011,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2012,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2013,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2014,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2015,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2016,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,Under 15 years,2017,Under 15 years,,Unknown,Heroin,1
Drug overdose deaths involving heroin,2,15-24 years,1999,15-24 years,0.5,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2000,15-24 years,0.6,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2001,15-24 years,0.5,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2002,15-24 years,0.6,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2003,15-24 years,0.6,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2004,15-24 years,0.6,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2005,15-24 years,0.7,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2006,15-24 years,0.7,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2007,15-24 years,0.8,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2008,15-24 years,1.1,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2009,15-24 years,1.2,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2010,15-24 years,1.2,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2011,15-24 years,1.8,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2012,15-24 years,2.2,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2013,15-24 years,2.9,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2014,15-24 years,3.3,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2015,15-24 years,3.8,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2016,15-24 years,4.0,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,15-24 years,2017,15-24 years,3.4,Unknown,Heroin,2
Drug overdose deaths involving heroin,2,25-34 years,1999,25-34 years,1.0,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2000,25-34 years,1.0,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2001,25-34 years,1.0,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2002,25-34 years,1.1,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2003,25-34 years,1.1,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2004,25-34 years,1.1,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2005,25-34 years,1.2,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2006,25-34 years,1.2,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2007,25-34 years,1.5,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2008,25-34 years,2.0,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2009,25-34 years,2.3,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2010,25-34 years,2.2,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2011,25-34 years,3.4,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2012,25-34 years,4.6,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2013,25-34 years,6.3,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2014,25-34 years,8.0,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2015,25-34 years,9.7,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2016,25-34 years,11.3,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,25-34 years,2017,25-34 years,10.8,Unknown,Heroin,3
Drug overdose deaths involving heroin,2,35-44 years,1999,35-44 years,1.8,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2000,35-44 years,1.5,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2001,35-44 years,1.5,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2002,35-44 years,1.7,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2003,35-44 years,1.5,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2004,35-44 years,1.2,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2005,35-44 years,1.2,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2006,35-44 years,1.3,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2007,35-44 years,1.4,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2008,35-44 years,1.7,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2009,35-44 years,1.8,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2010,35-44 years,1.6,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2011,35-44 years,2.2,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2012,35-44 years,3.1,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2013,35-44 years,4.4,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2014,35-44 years,5.9,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2015,35-44 years,7.4,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2016,35-44 years,9.0,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,35-44 years,2017,35-44 years,9.1,Unknown,Heroin,4
Drug overdose deaths involving heroin,2,45-54 years,1999,45-54 years,1.3,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2000,45-54 years,1.2,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2001,45-54 years,1.2,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2002,45-54 years,1.4,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2003,45-54 years,1.5,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2004,45-54 years,1.2,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2005,45-54 years,1.4,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2006,45-54 years,1.4,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2007,45-54 years,1.5,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2008,45-54 years,1.7,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2009,45-54 years,1.8,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2010,45-54 years,1.4,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2011,45-54 years,2.0,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2012,45-54 years,2.8,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2013,45-54 years,3.7,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2014,45-54 years,4.7,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2015,45-54 years,5.6,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2016,45-54 years,7.0,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,45-54 years,2017,45-54 years,7.2,Unknown,Heroin,5
Drug overdose deaths involving heroin,2,55-64 years,1999,55-64 years,0.3,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2000,55-64 years,0.3,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2001,55-64 years,0.3,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2002,55-64 years,0.3,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2003,55-64 years,0.3,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2004,55-64 years,0.4,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2005,55-64 years,0.4,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2006,55-64 years,0.4,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2007,55-64 years,0.5,Unknown,Heroin,6
Drug overdose deaths involving heroin,2,55-64 years,2008,55-64 years,0.7,Unknown,Heroin,6
